counter, keyextract, sign, verify, total 
381,13.655000,14.959600,23.114300,51.728900 
382,12.169800,13.825700,22.041600,48.037100 
383,12.261900,14.627100,21.959500,48.848500 
384,12.399900,13.683300,22.499400,48.582600 
385,12.253700,13.679000,21.654700,47.587400 
386,12.153000,13.700700,22.017900,47.871600 
387,12.416800,14.022800,23.119400,49.559000 
388,12.776400,14.222500,22.060900,49.059800 
389,13.478700,15.036200,23.269400,51.784300 
390,12.252900,13.768100,22.369500,48.390500 
391,13.662300,14.229400,22.154500,50.046200 
392,12.326600,13.668000,21.721800,47.716400 
393,12.285100,13.515300,21.676700,47.477100 
394,12.511700,13.654900,21.831100,47.997700 
395,12.360700,14.020900,22.260500,48.642100 
396,12.297700,14.684800,22.193800,49.176300 
397,13.527300,14.790500,23.257700,51.575500 
398,12.153600,13.754100,22.281100,48.188800 
399,12.271100,13.790500,22.749700,48.811300 
400,12.193700,13.678100,23.090000,48.961800 
401,12.106600,13.672200,21.648400,47.427200 
402,12.214300,13.857300,22.242100,48.313700 
403,12.904600,14.064200,21.803700,48.772500 
404,12.512100,14.230900,22.770400,49.513400 
405,13.219500,15.272600,23.236600,51.728700 
406,12.237000,13.682300,22.021000,47.940300 
407,12.305300,13.864600,21.896900,48.066800 
408,12.324900,13.684700,21.691700,47.701300 
409,12.249900,13.652300,21.769200,47.671400 
410,12.276600,13.873500,21.977100,48.127200 
411,12.176600,13.803400,22.651300,48.631300 
412,12.255200,13.770300,23.041900,49.067400 
413,13.123200,14.298300,22.670200,50.091700 
414,12.240100,13.562900,21.876500,47.679500 
415,12.342600,14.284500,22.177900,48.805000 
416,12.371200,13.747200,21.775400,47.893800 
417,12.304000,14.068500,21.992800,48.365300 
418,12.350000,13.771700,21.880900,48.002600 
419,12.463900,14.171000,22.337300,48.972200 
420,12.359200,14.375800,23.043000,49.778000 
421,12.554400,14.425900,23.383800,50.364100 
422,12.604100,14.415500,22.348200,49.367800 
423,12.046900,14.144600,22.207200,48.398700 
424,12.213000,14.444600,22.295200,48.952800 
425,12.489400,13.756000,21.673900,47.919300 
426,12.260900,13.704500,21.781500,47.746900 
427,12.220500,13.785300,21.918700,47.924500 
428,12.539100,13.725500,23.650700,49.915300 
429,13.671500,14.022400,22.774000,50.467900 
430,12.603500,13.605900,21.952200,48.161600 
431,12.385100,13.818000,22.537700,48.740800 
432,12.519100,14.175100,22.026800,48.721000 
433,12.454300,13.760400,21.682100,47.896800 
434,12.217500,13.778600,21.832400,47.828500 
435,12.367600,13.838200,21.962700,48.168500 
436,12.230100,13.850700,25.898200,51.979000 
437,12.814700,14.163600,22.776600,49.754900 
438,12.316300,13.760700,23.543900,49.620900 
439,12.390800,13.813200,21.982200,48.186200 
440,12.311600,13.856100,21.689100,47.856800 
441,13.395500,13.632400,21.596800,48.624700 
442,12.197100,16.442200,25.127600,53.766900 
443,12.296400,14.417400,21.983600,48.697400 
444,12.380500,14.006900,22.882900,49.270300 
445,13.474600,14.983900,23.408500,51.867000 
446,12.583800,13.672900,23.677100,49.933800 
447,12.352100,13.767100,22.452400,48.571600 
448,12.395000,14.073000,24.179800,50.647800 
449,12.604400,13.699000,21.752100,48.055500 
450,12.207200,13.854900,21.957900,48.020000 
451,12.490800,13.911900,21.974200,48.376900 
452,12.376000,13.846400,23.112300,49.334700 
453,13.688800,15.589100,23.601600,52.879500 
454,12.188800,13.856400,22.457600,48.502800 
455,12.286300,13.874700,22.371400,48.532400 
456,12.280600,13.747500,21.731400,47.759500 
457,12.248200,14.146000,21.796300,48.190500 
458,12.212700,13.772300,21.799200,47.784200 
459,12.337400,13.819700,22.591300,48.748400 
460,12.501100,14.506900,23.403700,50.411700 
461,13.763200,15.592400,23.456100,52.811700 
462,12.480000,14.170700,22.232900,48.883600 
463,12.537900,13.897100,22.102600,48.537600 
464,12.604900,14.097500,22.486500,49.188900 
465,12.317500,13.638500,21.928900,47.884900 
466,12.192400,13.897500,22.618000,48.707900 
467,12.381700,13.939500,22.032100,48.353300 
468,12.775700,14.571000,22.835100,50.181800 
